book_name,author,genre,publication_year,rating,total ratings,reviews,cover,page_link,page,binding,year,cluster
Magic America,C.E. Medford,Magical Realism,"First published July 2, 2014",3.81,353,45,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1404988625i/22702552.jpg,https://www.goodreads.com/book/show/22702552-magic-america,244, Paperback,2014,less visited
The Unwilling Warlord,Lawrence Watt-Evans,Fantasy,"First published October 14, 1989",3.96,1047,36,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1218577299i/317488.jpg,https://www.goodreads.com/book/show/317488.The_Unwilling_Warlord,309, Mass Market Paperback,1989,less visited
Wideacre,Philippa Gregory,Historical Fiction,"First published April 1, 1987",3.34,24543,2086,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1289170133i/16188.jpg,https://www.goodreads.com/book/show/16188.Wideacre,656, Paperback,1987,less visited
Blood Line,John J. Davis,Thriller,"First published January 1, 2014",3.69,1097,131,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1401105455i/22325661.jpg,https://www.goodreads.com/book/show/22325661-blood-line,300, Paperback,2014,less visited
Ghost No More,CeeCee James,Nonfiction,"First published February 18, 2014",4.12,1160,131,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1407449091i/20965243.jpg,https://www.goodreads.com/book/show/20965243-ghost-no-more,190, Paperback,2014,less visited
Sunset Park,Paul Auster,Fiction,"Published November 9, 2010",3.59,14021,1265,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1442553469i/7944987.jpg,https://www.goodreads.com/book/show/7944987-sunset-park,309, Hardcover,2010,less visited
A Fine Balance,Rohinton Mistry,Fiction,"First published January 1, 1995",4.37,142672,10449,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1551173390i/5211.jpg,https://www.goodreads.com/book/show/5211.A_Fine_Balance,603, Paperback,1995,less visited
"Missing in Action: Australia's World War I Grave Services, an astonishing true story of misconduct, fraud and hoaxing",Marianne van Velzen,World War I,"Published June 1, 2018",3.81,21,6,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1520813106i/39125844.jpg,https://www.goodreads.com/book/show/39125844-missing-in-action,268, Paperback,2018,less visited
Swami and Friends,R.K. Narayan,Fiction,"First published January 1, 1935",4.22,12758,556,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1328872382i/732482.jpg,https://www.goodreads.com/book/show/732482.Swami_and_Friends,190, Paperback,1935,less visited
Arranged in Heaven,Sara Jarrod,Romance,"First published May 1, 1998",4.16,64,16,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1189556411i/1873001.jpg,https://www.goodreads.com/book/show/1873001.Arranged_in_Heaven,290, Paperback,1998,less visited
Free the Darkness,Kel Kade,Fantasy,"First published December 28, 2015",4.24,19986,1257,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1475834654i/28385685.jpg,https://www.goodreads.com/book/show/28385685-free-the-darkness,483, Kindle Edition,2015,less visited
When Genius Failed: The Rise and Fall of Long-Term Capital Management,Roger Lowenstein,Finance,"First published January 1, 2000",4.2,27323,854,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1435292091i/10669.jpg,https://www.goodreads.com/book/show/10669.When_Genius_Failed,264, Paperback,2000,less visited
Mostly Harmless,Douglas Adams,Science Fiction,"First published October 12, 1992",3.97,123296,3185,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1397933521i/569429.jpg,https://www.goodreads.com/book/show/569429.Mostly_Harmless,288, Paperback,1992,less visited
The Forty Rules of Love,Elif Shafak,Fiction,"First published January 1, 2009",4.14,161445,18903,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1442161289i/6642715.jpg,https://www.goodreads.com/book/show/6642715-the-forty-rules-of-love,354, Hardcover,2009,less visited
Five Lectures on Psycho-Analysis,Sigmund Freud,Psychology,"First published January 1, 1910",3.62,2456,145,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1348846859i/97744.jpg,https://www.goodreads.com/book/show/97744.Five_Lectures_on_Psycho_Analysis,77, Paperback,1910,less visited
Celtic Prayers from Iona,J. Philip Newell,Prayer,"First published January 1, 1994",4.42,414,35,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1348263250i/391866.jpg,https://www.goodreads.com/book/show/391866.Celtic_Prayers_from_Iona,93, Hardcover,1994,less visited
عقبة بن نافع,بسام العسلي,School,"First published January 1, 1981",3.17,626,29,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1510769677i/5941397.jpg,https://www.goodreads.com/book/show/5941397,168, Paperback,1981,less visited
Loretta Lynn: Coal Miner's Daughter,Loretta Lynn,Music,"First published May 1, 1976",3.97,5219,386,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1505218873i/1374065.jpg,https://www.goodreads.com/book/show/1374065.Loretta_Lynn,204, Hardcover,1976,less visited
Selected Poems,Alfonsina Storni,Poetry,"First published January 1, 1988",4.2,682,75,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1354208306i/661508.jpg,https://www.goodreads.com/book/show/661508.Selected_Poems,63, Paperback,1988,less visited
Seventeen,Booth Tarkington,Classics,"First published January 1, 1915",3.86,675,95,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1348248096i/366923.jpg,https://www.goodreads.com/book/show/366923.Seventeen,208, Paperback,1915,less visited
Heart-Shaped Box,Joe Hill,Horror,"First published February 13, 2007",3.85,126458,10078,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1328043955i/153025.jpg,https://www.goodreads.com/book/show/153025.Heart_Shaped_Box,376, Hardcover,2007,less visited
The Star of Kazan,Eva Ibbotson,Historical Fiction,"First published December 31, 1999",4.02,8327,688,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1309286916i/402141.jpg,https://www.goodreads.com/book/show/402141.The_Star_of_Kazan,416, Paperback,1999,less visited
"King Leopold's Ghost: A Story of Greed, Terror, and Heroism in Colonial Africa",Adam Hochschild,History,"First published September 21, 1998",4.15,54347,3471,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1348621563i/347610.jpg,https://www.goodreads.com/book/show/347610.King_Leopold_s_Ghost,366, Paperback,1998,less visited
Comanche Moon,Larry McMurtry,Westerns,"First published January 1, 1997",4.09,14529,664,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1371294499i/54807.jpg,https://www.goodreads.com/book/show/54807.Comanche_Moon,716, Paperback,1997,less visited
დიონისოს ღიმილი,Konstantine Gamsakhurdia,Georgian,"First published January 1, 1925",4.31,191,18,https://d15be2nos83ntc.cloudfront.net/images/no-cover.png,https://www.goodreads.com/book/show/15782537,460, Hardcover,1925,less visited
The Jewel of St. Petersburg,Kate Furnivall,Historical Fiction,"First published August 3, 2010",3.91,4763,373,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1327510787i/6948137.jpg,https://www.goodreads.com/book/show/6948137-the-jewel-of-st-petersburg,455, Paperback,2010,less visited
Forgotten Bones,Vivian Barz,Mystery,"First published August 1, 2019",4.04,16560,984,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1556142822i/42931497.jpg,https://www.goodreads.com/book/show/42931497-forgotten-bones,302, Paperback,2019,less visited
The Skylark's Secret,Fiona Valpy,Historical Fiction,"First published September 29, 2020",4.32,23680,1055,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1589468928i/50175987.jpg,https://www.goodreads.com/book/show/50175987-the-skylark-s-secret,315, Kindle Edition,2020,less visited
Gantenbein,Max Frisch,Fiction,"First published January 1, 1964",4.02,2294,103,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1348105893i/74183.jpg,https://www.goodreads.com/book/show/74183.Gantenbein,304, Paperback,1964,less visited
Mister Pip,Lloyd Jones,Fiction,"First published September 25, 2006",3.67,22050,2285,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1308963140i/543873.jpg,https://www.goodreads.com/book/show/543873.Mister_Pip,256, Hardcover,2006,less visited
Broken,Rebecca Zanetti,Romantic Suspense,"First published May 26, 2020",4.3,2950,438,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1574798699l/51054093.jpg,https://www.goodreads.com/book/show/51054093-broken,384, Kindle Edition,2020,less visited
Extinction,Thomas Bernhard,Fiction,"First published January 1, 1986",4.31,2530,256,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1649363563i/162612.jpg,https://www.goodreads.com/book/show/162612.Extinction,335, Paperback,1986,less visited
Señor Vivo and the Coca Lord,Louis de Bernières,Fiction,"First published January 1, 1991",4.11,4537,217,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1328022860i/3398.jpg,https://www.goodreads.com/book/show/3398.Se_or_Vivo_and_the_Coca_Lord,352, Paperback,1991,less visited
The Black Cauldron,Walt Disney Company,Childrens,"First published January 1, 1985",3.75,127,10,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1171250493i/92743.jpg,https://www.goodreads.com/book/show/92743.The_Black_Cauldron,96, Hardcover,1985,less visited
Fallen Land,Taylor Brown,Historical Fiction,"First published January 12, 2016",3.79,2050,397,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1433011971i/25632620.jpg,https://www.goodreads.com/book/show/25632620-fallen-land,288, Hardcover,2016,less visited
The Covert Passive Aggressive Narcissist: Recognizing the Traits and Finding Healing After Hidden Emotional and Psychological Abuse,Debbie Mirza,Psychology,"First published December 6, 2017",4.32,1509,142,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1514050970i/37660370.jpg,https://www.goodreads.com/book/show/37660370-the-covert-passive-aggressive-narcissist,230, Kindle Edition,2017,less visited
The Great Hunt,Robert Jordan,Fantasy,"First published November 15, 1990",4.26,289137,8837,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1659905799i/233649.jpg,https://www.goodreads.com/book/show/233649.The_Great_Hunt,705, Mass Market Paperback,1990,less visited
Cherokee Thunder,Rachel Lee,Romance,"First published November 1, 1992",4.04,137,7,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1263368003i/601917.jpg,https://www.goodreads.com/book/show/601917.Cherokee_Thunder,240, Paperback,1992,less visited
Writing and Difference,Jacques Derrida,Philosophy,"First published January 1, 1967",4.0,7700,97,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1347944944i/765346.jpg,https://www.goodreads.com/book/show/765346.Writing_and_Difference,362, Paperback,1967,less visited
Battle Royale,Koushun Takami,Fiction,"First published April 21, 1999",4.25,68741,6934,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1331235272i/57891.jpg,https://www.goodreads.com/book/show/57891.Battle_Royale,624, Paperback,1999,less visited
"An Angel at my Table, the Complete Autobiography",Janet Frame,Nonfiction,"First published January 1, 1982",4.24,2202,175,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1387737150i/641535.jpg,https://www.goodreads.com/book/show/641535.An_Angel_at_my_Table_the_Complete_Autobiography,434, Paperback,1982,less visited
Six Days of the Condor,James Grady,Thriller,"First published May 1, 1974",4.09,18611,427,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1313011780i/2579284.jpg,https://www.goodreads.com/book/show/2579284-six-days-of-the-condor,192, Hardcover,1974,less visited
Strength in What Remains: A Journey of Remembrance and Forgiveness,Tracy Kidder,Nonfiction,"First published February 29, 2000",4.03,15958,1910,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1394335626i/6282334.jpg,https://www.goodreads.com/book/show/6282334-strength-in-what-remains,277, Hardcover,2000,less visited
The Lemon Grove,Ali Hosseini,Fiction,"First published August 31, 2012",3.32,558,56,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1354904030i/13229034.jpg,https://www.goodreads.com/book/show/13229034-the-lemon-grove,200, Paperback,2012,less visited
A Good Girl's Guide to Murder,Holly Jackson,Mystery,"First published May 2, 2019",4.36,523552,61150,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1545494980i/40916679.jpg,https://www.goodreads.com/book/show/40916679-a-good-girl-s-guide-to-murder,433, Paperback,2019,average visited
The Subtle Knife,Philip Pullman,Fantasy,"First published July 22, 1997",4.14,416323,12041,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1535965085i/41637836.jpg,https://www.goodreads.com/book/show/41637836-the-subtle-knife,370, Kindle Edition,1997,less visited
Die Trying,Lee Child,Thriller,"First published July 20, 1998",4.06,130991,5719,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1377633008i/220969.jpg,https://www.goodreads.com/book/show/220969.Die_Trying,567, Mass Market Paperback,1998,less visited
A Brief History of Time,Stephen Hawking,Science,"First published September 1, 1988",4.21,397917,11492,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1333578746i/3869.jpg,https://www.goodreads.com/book/show/3869.A_Brief_History_of_Time,213, Paperback,1988,less visited
The Witches of Karres,James H. Schmitz,Science Fiction,"First published January 1, 1966",4.16,2660,187,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388644716i/317621.jpg,https://www.goodreads.com/book/show/317621.The_Witches_of_Karres,400, Paperback,1966,less visited
The Deepest Well: Healing the Long-Term Effects of Childhood Adversity,Nadine Burke Harris,Nonfiction,"First published January 23, 2018",4.49,7009,831,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1487314041i/33413909.jpg,https://www.goodreads.com/book/show/33413909-the-deepest-well,272, Hardcover,2018,less visited
Penguin Lost,Andrey Kurkov,Fiction,"First published January 1, 1996",3.82,1914,169,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1331042565i/186501.jpg,https://www.goodreads.com/book/show/186501.Penguin_Lost,256, Paperback,1996,less visited
Love in a Fallen City,Eileen Chang,Short Stories,"First published September 1, 1943",3.84,3007,359,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1632587217i/189123.jpg,https://www.goodreads.com/book/show/189123.Love_in_a_Fallen_City,321, Paperback,1943,less visited
My Name Is Mary Sutter,Robin Oliveira,Historical Fiction,"First published May 13, 2010",3.84,24172,3040,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1263584183i/7352053.jpg,https://www.goodreads.com/book/show/7352053-my-name-is-mary-sutter,364, Hardcover,2010,less visited
A Murmur in the Trees,Emily Dickinson,Poetry,"First published January 1, 1998",4.26,58,9,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1175548362i/527314.jpg,https://www.goodreads.com/book/show/527314.A_Murmur_in_the_Trees,127, Hardcover,1998,less visited
Jar City,Arnaldur Indriðason,Mystery,"First published January 1, 1997",3.81,28812,2182,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1316129835i/280366.jpg,https://www.goodreads.com/book/show/280366.Jar_City,275, Hardcover,1997,less visited
Tattoos on the Heart: The Power of Boundless Compassion,Gregory Boyle,Nonfiction,"First published March 9, 2009",4.48,23053,3366,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1347890894i/9877102.jpg,https://www.goodreads.com/book/show/9877102-tattoos-on-the-heart,217, Paperback,2009,less visited
Armageddon: The Cosmic Battle of the Ages,Tim LaHaye,Christian Fiction,"First published April 8, 2003",4.03,19778,383,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1406507661i/27525.jpg,https://www.goodreads.com/book/show/27525.Armageddon,395, Paperback,2003,less visited
The World Is Flat: A Brief History of the Twenty-first Century,Thomas L. Friedman,Nonfiction,"First published January 1, 2005",3.69,101260,3633,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1442191453i/1911.jpg,https://www.goodreads.com/book/show/1911.The_World_Is_Flat,593, Hardcover,2005,less visited
Cutters Don't Cry,Christine Dzidrums,Mental Health,"First published October 30, 2022",4.02,655,30,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1333093718i/10302287.jpg,https://www.goodreads.com/book/show/10302287-cutters-don-t-cry,132, Kindle Edition,2022,less visited
We're Going on a Bear Hunt,Michael Rosen,Picture Books,"First published January 1, 1989",4.28,45145,1803,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388274854i/201126.jpg,https://www.goodreads.com/book/show/201126.We_re_Going_on_a_Bear_Hunt,40, Paperback,1989,less visited
These Tangled Vines,Julianne MacLean,Fiction,"First published June 1, 2021",4.27,59448,2605,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1605736646i/55929774.jpg,https://www.goodreads.com/book/show/55929774-these-tangled-vines,302, Kindle Edition,2021,less visited
The Troublesome Offspring of Cardinal Guzmán,Louis de Bernières,Fiction,"First published January 1, 1992",4.13,3530,136,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1404216576i/3400.jpg,https://www.goodreads.com/book/show/3400.The_Troublesome_Offspring_of_Cardinal_Guzm_n,480, Paperback,1992,less visited
أين عمري,إحسان عبد القدوس,Novels,"First published January 1, 1954",3.71,873,70,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1227782733i/5942527.jpg,https://www.goodreads.com/book/show/5942527,144, paperback,1954,less visited
Girl in Translation,Jean Kwok,Fiction,"First published April 29, 2010",3.98,53911,6198,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1347022887i/7362158.jpg,https://www.goodreads.com/book/show/7362158-girl-in-translation,290, Hardcover,2010,less visited
Kiss the Girls,James Patterson,Mystery,"First published January 11, 1995",3.99,329075,3987,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1390010470i/13148.jpg,https://www.goodreads.com/book/show/13148.Kiss_the_Girls,481, Paperback,1995,less visited
Much Ado About Nothing,William Shakespeare,Classics,"First published January 1, 1598",4.06,234221,4966,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1327885569i/12957.jpg,https://www.goodreads.com/book/show/12957.Much_Ado_About_Nothing,246, Paperback,1598,less visited
Dictionary of the Khazars,Milorad Pavić,Fiction,"First published January 1, 1983",4.17,6524,495,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1320461994i/321566.jpg,https://www.goodreads.com/book/show/321566.Dictionary_of_the_Khazars,354, Paperback,1983,less visited
Tell it Slant,Beth Follett,Fiction,"First published May 31, 1997",4.22,18,3,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1274450357i/251261.jpg,https://www.goodreads.com/book/show/251261.Tell_it_Slant,160, Paperback,1997,less visited
The Year of Magical Thinking,Joan Didion,Nonfiction,"First published September 1, 2005",3.93,206010,16610,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1327878638i/7815.jpg,https://www.goodreads.com/book/show/7815.The_Year_of_Magical_Thinking,227, Paperback,2005,less visited
The Cardinal of the Kremlin,Tom Clancy,Fiction,"First published July 28, 1988",4.08,53240,884,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1319381380i/382549.jpg,https://www.goodreads.com/book/show/382549.The_Cardinal_of_the_Kremlin,547, Mass Market Paperback,1988,less visited
Pygmy,Chuck Palahniuk,Fiction,"First published May 5, 2009",2.97,28234,2086,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1320495043i/4601396.jpg,https://www.goodreads.com/book/show/4601396-pygmy,255, Hardcover,2009,less visited
Days of Blood & Starlight,Laini Taylor,Fantasy,"First published November 6, 2012",4.14,157002,15055,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1461353798i/12812550.jpg,https://www.goodreads.com/book/show/12812550-days-of-blood-starlight,517, Hardcover,2012,less visited
World's End,T. Coraghessan Boyle,Fiction,"First published October 8, 1987",4.01,4120,310,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1349107814i/24736.jpg,https://www.goodreads.com/book/show/24736.World_s_End,480, Paperback,1987,less visited
Look to Windward,Iain M. Banks,Science Fiction,"First published August 1, 2000",4.21,25519,812,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1288930978i/12016.jpg,https://www.goodreads.com/book/show/12016.Look_to_Windward,483, Paperback,2000,less visited
The General in His Labyrinth,Gabriel García Márquez,Fiction,"First published March 20, 1989",3.69,21356,1237,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1361537151i/23884.jpg,https://www.goodreads.com/book/show/23884.The_General_in_His_Labyrinth,248, Hardcover,1989,less visited
Long Day's Journey into Night,Eugene O'Neill,Plays,"First published January 1, 1956",4.05,39330,1164,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1674936184i/12083.jpg,https://www.goodreads.com/book/show/12083.Long_Day_s_Journey_into_Night,179, Paperback,1956,less visited
The Once and Future King,T.H. White,Fantasy,"First published January 1, 1958",4.07,105371,4630,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1338741283i/43545.jpg,https://www.goodreads.com/book/show/43545.The_Once_and_Future_King,639, Mass Market Paperback,1958,less visited
The White Tiger,Aravind Adiga,Fiction,"First published April 22, 2008",3.76,183664,12224,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1347754998i/1768603.jpg,https://www.goodreads.com/book/show/1768603.The_White_Tiger,276, Hardcover,2008,less visited
Disappointment with God: Three Questions No One Asks Aloud,Philip Yancey,Christian,"First published January 1, 1988",4.17,6479,411,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1328846369i/53829.jpg,https://www.goodreads.com/book/show/53829.Disappointment_with_God,304, Paperback,1988,less visited
Noah's Compass,Anne Tyler,Fiction,"First published January 1, 2009",3.35,12573,2029,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1328316025i/8202038.jpg,https://www.goodreads.com/book/show/8202038-noah-s-compass,354, Kindle Edition,2009,less visited
As She Climbed Across the Table,Jonathan Lethem,Fiction,"First published January 1, 1997",3.67,5361,514,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1394996717i/16720.jpg,https://www.goodreads.com/book/show/16720.As_She_Climbed_Across_the_Table,212, Paperback,1997,less visited
Alice the Brave,Phyllis Reynolds Naylor,Young Adult,"First published May 1, 1995",3.92,1773,78,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1348870062i/11689263.jpg,https://www.goodreads.com/book/show/11689263-alice-the-brave,176, Paperback,1995,less visited
Bridget Jones: The Edge of Reason,Helen Fielding,Chick Lit,"First published November 18, 1999",3.61,107931,2829,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1395233618i/363752.jpg,https://www.goodreads.com/book/show/363752.Bridget_Jones,352, Paperback,1999,less visited
"The Nature and Destiny of Man, Vol 1",Reinhold Niebuhr,Philosophy,"First published January 1, 1940",4.14,117,14,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1372037185i/2080461.jpg,https://www.goodreads.com/book/show/2080461.The_Nature_and_Destiny_of_Man_Vol_1,320, Paperback,1940,less visited
No Exit,Jean-Paul Sartre,Plays,"First published January 1, 1944",4.12,35303,1893,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1362639118i/123933.jpg,https://www.goodreads.com/book/show/123933.No_Exit,60, Paperback,1944,less visited
The Chosen One,Carol Lynch Williams,Young Adult,"First published May 8, 2009",3.85,15180,2357,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1440277077i/5303373.jpg,https://www.goodreads.com/book/show/5303373-the-chosen-one,213, Hardcover,2009,less visited
Helen Keller,Margaret Davidson,Biography,"First published January 1, 1969",4.08,2727,200,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1360057618i/136206.jpg,https://www.goodreads.com/book/show/136206.Helen_Keller,96, Paperback,1969,less visited
The Hungry Wolves of Van Diemen's Land,Paul Christensen,Fiction,"First published April 25, 2014",3.9,51,8,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1400835887i/22113407.jpg,https://www.goodreads.com/book/show/22113407-the-hungry-wolves-of-van-diemen-s-land,142, Paperback,2014,less visited
"Marvel Masterworks: The Amazing Spider-Man, Vol. 5",Stan Lee,Comics,"First published July 1, 1967",4.28,413,35,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1350629398i/757050.jpg,https://www.goodreads.com/book/show/757050.Marvel_Masterworks,240, Hardcover,1967,less visited
"His Needs, Her Needs: Building an Affair-Proof Marriage",Willard F. Harley Jr.,Marriage,"First published June 1, 1986",4.12,20873,849,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1170358138i/49245.jpg,https://www.goodreads.com/book/show/49245.His_Needs_Her_Needs,224, Paperback,1986,less visited
"King Leopold's Ghost: A Story of Greed, Terror, and Heroism in Colonial Africa",Adam Hochschild,History,"First published September 21, 1998",4.15,54347,3471,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1532716127i/40961621.jpg,https://www.goodreads.com/book/show/40961621-king-leopold-s-ghost,442, Kindle Edition,1998,less visited
The Collected Poems,Wallace Stevens,Poetry,"First published January 1, 1954",4.27,11250,180,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1403180227i/75504.jpg,https://www.goodreads.com/book/show/75504.The_Collected_Poems,560, Paperback,1954,less visited
Cross Country,James Patterson,Mystery,"First published November 17, 2008",3.87,38963,2178,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1344270626i/1713912.jpg,https://www.goodreads.com/book/show/1713912.Cross_Country,480, Hardcover,2008,less visited
Before Night Falls,Reinaldo Arenas,Nonfiction,"First published January 1, 1992",4.19,5861,573,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1348788765i/33833.jpg,https://www.goodreads.com/book/show/33833.Before_Night_Falls,398, Hardcover,1992,less visited
A Time to Kill,John Grisham,Fiction,"First published January 1, 1989",4.1,778905,6477,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1554303029i/32542.jpg,https://www.goodreads.com/book/show/32542.A_Time_to_Kill,738, Paperback,1989,average visited
Brazzaville Beach,William Boyd,Fiction,"First published September 2, 1990",3.95,5672,424,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1386923957i/77829.jpg,https://www.goodreads.com/book/show/77829.Brazzaville_Beach,320, ebook,1990,less visited
The Body Reader,Anne Frasier,Mystery,"First published June 21, 2016",4.21,29415,1976,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1457088959i/28090850.jpg,https://www.goodreads.com/book/show/28090850-the-body-reader,291, Paperback,2016,less visited
Freak of Nature,Katie Lee O'Guinn,Paranormal,"First published January 1, 2012",4.0,216,24,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1362517645i/17558916.jpg,https://www.goodreads.com/book/show/17558916-freak-of-nature,297, Kindle Edition,2012,less visited
